Mod:Item:MetaData, Localized Name
lepidodendron:whatcheeria_raw, Raw Whatcheeria
lepidodendron:amphibian_spawn_whatcheeria, Whatcheeria Spawn
lepidodendron:wielandiella, Wielandiella
lepidodendron:willwerathia_raw, Raw Willwerathia
lepidodendron:wingertshellicus_raw, Raw Wingertshellicus
lepidodendron:wing_palaeodictyoptera_stenodictya, Insect Wing
lepidodendron:chain_link_fence_gate, Chain-Link Gate
lepidodendron:chain_link_block, Chain-Link Bundle
lepidodendron:chain_link_fence, Chain-Link Fence
lepidodendron:chain_link_tile, Chain-Link Plate
lepidodendron:wire_grid_tile, Wire Grid Plate
lepidodendron:wire_grid_fence, Wire Grid Fence
lepidodendron:wire_grid_block, Wire Grid Bundle
lepidodendron:wire_grid_fence_gate, Wire Grid Gate
lepidodendron:wire_mesh_fence_gate, Wire Mesh Gate
lepidodendron:wire_mesh_block, Wire Mesh Bundle
lepidodendron:wire_mesh_tile, Wire Mesh Plate
lepidodendron:wire_mesh_fence, Wire Mesh Fence
lepidodendron:wiwaxia_raw, Raw Wiwaxia
lepidodendron:wuttagoonaspis_raw, Raw Wuttagoonaspis
lepidodendron:xenacanthus_raw, Raw Xenacanthus
lepidodendron:xenocladia_stem, Xenocladia Stem
lepidodendron:xenocladia_stem_ne, Xenocladia Stem Bend
lepidodendron:xenusion_raw, Raw Xenusion
lepidodendron:xianguangia, Xianguangia
lepidodendron:xihuphyllum, Xihuphyllum
lepidodendron:xinpusaurus_raw, Raw Xinpusaurus
lepidodendron:xuanhuaceratops_raw, Raw Xuanhuaceratops
lepidodendron:yam, Yam plant
lepidodendron:yam_tuber, Yam
lepidodendron:yam_tuber_cooked, Baked Yam
lepidodendron:yawunik_raw, Raw Yawunik
lepidodendron:yinlong_raw, Raw Yinlong
lepidodendron:yohoia_raw, Raw Yohoia
lepidodendron:yunguisaurus_raw, Raw Yunguisaurus
lepidodendron:yunnanozoon_raw, Raw Yunnanozoon
lepidodendron:yuxisaurus_raw, Raw Yuxisaurus
lepidodendron:zenaspis_raw, Raw Zenaspis
lepidodendron:zingiberopsis, Zingiberopsis
lepidodendron:zingiberopsis_seeds, Zingiberopsis Seeds
lepidodendron:zircon, Zircon
lepidodendron:zircon_block, Zircon Block
lepidodendron:zircon_lens, Zircon Lens
lepidodendron:zircon_ore_obsidian, Obsidian Zircon Ore
lepidodendron:zircon_ore_stone, Zircon Ore
lepidodendron:zircon_ore, Lava Rock Zircon Ore
lepidodendron:zosterophyllum, Zosterophyllum
lepidodendron:zosterophyllum_spore, Zosterophyllum
lepidodendron:advancement_placeholder, Please ignore
nocubessrparmory:twisteddagger, Twisted Dagger
nocubessrparmory:twistedmallet, Twisted Mallet
nocubessrparmory:twistedgreataxe, Twisted Great Axe
nocubessrparmory:twistedbow, Twisted Bow
nocubessrparmory:twistedpart, Twisted Fibers
nocubessrparmory:twistedarmorhelmet, Twisted Helmet
nocubessrparmory:twistedarmorbody, Twisted Chestplate
nocubessrparmory:twistedarmorlegs, Twisted Leggings
nocubessrparmory:twistedarmorboots, Twisted Boots
nocubessrparmory:pestilentknife, Pestilent Knife
nocubessrparmory:pestilentscythe, Pestilent Scythe
nocubessrparmory:pestilentshuriken, Pestilent Shuriken
nocubessrparmory:pestilentmiasm, Miasm
nocubessrparmory:pestilentpart, Pestilent Chunk
nocubessrparmory:pestilentarmorhelmet, Pestilent Helmet
nocubessrparmory:pestilentarmorbody, Pestilent Chestplate
nocubessrparmory:pestilentarmorlegs, Pestilent Leggings
nocubessrparmory:pestilentarmorboots, Pestilent Boots
nocubessrparmory:gorerapier, Heart Rapier
nocubessrparmory:gorehatchet, Famine Hatchet
nocubessrparmory:hostbomb, Host Bomb
nocubessrparmory:gorecombatbow, Gore Combat Bow
nocubessrparmory:gorepart, Gore Piece
nocubessrparmory:gorearmorhelmet, Gore Helmet
nocubessrparmory:gorearmorbody, Gore Body
nocubessrparmory:gorearmorlegs, Gore Leggings
nocubessrparmory:gorearmorboots, Gore Boots
nocubessrparmory:carapacebroadsword, Mimic Blade
nocubessrparmory:carapaceshellbreaker, Shellbreaker
nocubessrparmory:hosttentacle, Host Tentacle
nocubessrparmory:bolsterclaw, Bolster Claw
nocubessrparmory:carapacepart, Armored Scales
nocubessrparmory:carapacearmorhelmet, Carapace Helmet
nocubessrparmory:carapacearmorbody, Carapace Chestplate
nocubessrparmory:carapacearmorlegs, Carapace Leggings
nocubessrparmory:carapacearmorboots, Carapace Boots
nocubessrparmory:mimicbladeyellow, Yellow Mimic Blade
nocubessrparmory:mimicbladegreen, Green Mimic Blade
nocubessrparmory:mimicbladepurple, Purple Mimic Blade
nocubessrparmory:mimicbladered, Red Mimic Blade
nocubessrparmory:livingpart, Living Fragment
nocubessrparmory:livingarmorhelmet, Living Helmet
nocubessrparmory:livingarmorbody, Living Chestplate
nocubessrparmory:livingarmorlegs, Living Leggings
nocubessrparmory:livingarmorboots, Living Boots
nocubessrparmory:evolutionknife, Evolution Knife
nocubessrparmory:evolutionaxe, Evolution Combat Axe
nocubessrparmory:evolutionsickle, Evolution Sickle
nocubessrparmory:evolutionbow, Evolution Bow
nocubessrparmory:dreadnaughtcore, Dreadnaught Core
nocubessrparmory:evolutionarmorhelmet, Evolution Helmet
nocubessrparmory:evolutionarmorbody, Evolution Chestplate
nocubessrparmory:evolutionarmorlegs, Evolution Leggings
nocubessrparmory:evolutionarmorboots, Evolution Boots
nocubessrparmory:plasmatorch, Plasma Torch
nocubessrparmory:flamethrower, Flamethrower
nocubessrparmory:incinerator, Incinerator
nocubessrparmory:overlordblade, Overlord Blade
nocubessrparmory:overlordcore, Overlord Core
nocubessrparmory:adaptivearmorhelmet, Adaptive Helmet
nocubessrparmory:adaptivearmorbody, Adaptive Chestplate
nocubessrparmory:adaptivearmorlegs, Adaptive Leggings
nocubessrparmory:adaptivearmorboots, Adaptive Boots
nocubessrparmory:plasmatorchcore, Plasma Torch Core
nocubessrparmory:flamethrowercore, Flamethrower Core
nocubessrparmory:incineratorcore, Incinerator Core
nocubessrparmory:flamethrowerigniter, Flamethrower Igniter
nocubessrparmory:flamethrowershaft, Flamethrower Shaft
nocubessrparmory:flamethrowerfueltank, Flamethrower Fuel Tank
nocubessrparmory:flamethrowermechanism, Flamethrower Mechanism
nocubessrparmory:flamethrowergrip, Flamethrower Grip
nocubessrparmory:unfinishedflamethrower, Unfinished Flamethrower
nocubessrparmory:twistedbomb, Rupter Bomb
nocubessrparmory:headbomb, Head Bomb
nocubessrparmory:carbonsteel, Semi-Organic Steel
nocubessrparmory:rawcarbonsteel, Raw Semi-Organic Steel
nocubessrparmory:infestedtoolrod, Resistant Handle
nocubessrparmory:thereaper, Reaper
nocubessrparmory:thereapertrue, True Reaper
nocubessrparmory:capsuleempty, Empty Capsule
nocubessrparmory:capsulefuel, Fuel Capsule
nocubessrparmory:invisibleprojectile, Invisible Projectile
nocubessrparmory:iconarmorytab, Icon
nocubessrparmory:iconanyflamethrower, Icon
nocubessrpnests:neststonelight, Faint Parasitic Nest Block
nocubessrpnests:neststonelightstairs, Faint Parasitic Nest Stairs
nocubessrpnests:neststonelightslab:0, Faint Parasitic Nest Slab
nocubessrpnests:neststonelightwall, Faint Parasitic Nest Wall
nocubessrpnests:neststonelightspikes, Faint Parasitic Spike
nocubessrpnests:neststonedark, Sturdy Parasitic Nest Block
nocubessrpnests:neststonedarkstairs, Sturdy Parasitic Nest Stairs
nocubessrpnests:neststonedarkslab:0, Sturdy Parasitic Nest Slab
nocubessrpnests:neststonedarkwall, Sturdy Parasitic Nest Wall
nocubessrpnests:fleshwormblocksoft, Worm Flesh
nocubessrpnests:fleshwormstairs, Worm Flesh Stairs
nocubessrpnests:fleshwormslab:0, Worm Flesh Slab
nocubessrpnests:fleshwormwall, Worm Flesh Wall
nocubessrpnests:fleshwormspike, Worm Flesh Spike
nocubessrpnests:darkbricks, Dark Bricks
nocubessrpnests:darkbrickstairs, Dark Brick Stairs
nocubessrpnests:darkbrickslab:0, Dark Brick Slab
nocubessrpnests:darkbrickwall, Dark Brick Wall
nocubessrpnests:fleshwormblock, Hardened Worm Flesh
nocubessrpnests:fleshwormacid, Bubbling Acid
nocubessrpnests:nestegg, Parasitic Egg
nocubessrpnests:fleshwormteeth, Parasitic Worm Teeth
nocubessrpnests:neststonespikes, Sturdy Parasitic Spike
nocubessrpnests:samplerefiner, Sample Refiner
nocubessrpnests:crateorganicsample, Organic Sample Crate
nocubessrpnests:cratewormacid, Worm Acid Crate
nocubessrpnests:cratewormteeth, Worm Teeth Crate
nocubessrpnests:wormtoothknife, Worm Tooth Knife
nocubessrpnests:wormtoothmachete, Worm Tooth Machete
nocubessrpnests:wormtoothpickaxe, Torture Pickaxe
nocubessrpnests:wormtoothblade, Worm Tooth Blade
nocubessrpnests:darkbrick, Dark Brick
nocubessrpnests:darkblend, Dark Blend
nocubessrpnests:organicsample, Organic Sample
nocubessrpnests:wormacid, Worm Acid
nocubessrpnests:wormtooth, Worm Tooth
nocubessrpnests:spawnparasitenest, Structure Spawn: Parasite Nest
nocubessrpnests:spawnfleshworm, Structure Spawn: Flesh Worm
nocubessrpnests:wormtoothknifethrown, Worm Tooth Knife Thrown
nocubessrpnests:samplerefinergreenprogress, Sample Refiner (Organic Sample)
nocubessrpnests:samplerefinergreendone, Sample Refiner (Organic Sample)
nocubessrpnests:samplerefineryellowprogress, Sample Refiner (Worm Acid)
nocubessrpnests:samplerefineryellowdone, Sample Refiner (Worm Acid)
nocubessrpnests:iconneststab, Icon
nocubessrpsurvival:flesheater, Flesh Eater
nocubessrpsurvival:redflesh, Red Flesh
nocubessrpsurvival:cookedflesh, Cooked Flesh
nocubessrpsurvival:devourerarmorhelmet, Devourer Helmet
nocubessrpsurvival:devourerarmorbody, Devourer Chestplate
nocubessrpsurvival:hardenedflesh, Hardened Flesh
nocubessrpsurvival:fleshbarbecue, Flesh Barbecue
nocubessrpsurvival:cookedfleshbarbecue, Cooked Flesh Barbecue
nocubessrpsurvival:fleshstew, Flesh Stew
nocubessrpsurvival:ruptersalad, Rupter Salad
nocubessrpsurvival:assimilatedsoup, Assimilated Soup
nocubessrpsurvival:cookedtendons, Altered Soup
nocubessrpsurvival:vertebrasoup, Vertebrae Soup
nocubessrpsurvival:toxicstew, Toxic Soup
nocubessrpsurvival:cookedbrain, Noxious Soup
nocubessrpsurvival:bonestock, Bone Stock
nocubessrpsurvival:roastedlumps, Roasted Lumps
nocubessrpsurvival:cookedparasiteheart, Cooked Parasite Heart
nocubessrpsurvival:plaguesalad, Plague Salad
nocubessrpsurvival:deadleaf, Dead Leaf
nocubessrpsurvival:rottingburger, Rotting Burger
nocubessrpsurvival:parasiticbonemeal, Parasitic Bone Meal
nocubessrpsurvival:pestbread, Pest Bread
nocubessrpsurvival:molderedpie, Moldered Pie
nocubessrpsurvival:rottenegg, Rotten Egg
nocubessrpsurvival:reekingribs, Reeking Ribs
nocubessrpsurvival:crateassimilatedflesh, Infected Flesh Crate
nocubessrpsurvival:craterupterviscera, Rupter Viscera Crate
nocubessrpsurvival:cratediseasedheart, Diseased Heart Crate
nocubessrpsurvival:cratealteredtendons, Altered Tendons Crate
nocubessrpsurvival:cratetoxiclung, Toxic Lung Crate
nocubessrpsurvival:cratenoxiousbrain, Noxious Brain Crate
nocubessrpsurvival:crateessentialsegment, Essential Segment Crate
nocubessrpsurvival:cratereekerfang, Reeker Fang Crate
nocubessrpsurvival:crateyelloweyebone, Yelloweye Bone Crate
nocubessrpsurvival:cratelongarmsarmorfragment, Longarms Armor Fragment Crate
nocubessrpsurvival:cratesummonercore, Summoner Core Crate
nocubessrpsurvival:cratemanducaterorb, Manducater Orb Crate
nocubessrpsurvival:cratedriedtendons, Dried Tendons Crate
nocubessrpsurvival:cratehardenedbonehandle, Hardened Bone Handle Crate
nocubessrpsurvival:crateinfectiousbladefragment, Infectious Blade Fragment Crate
nocubessrpsurvival:cratelivingcore, Living Core Crate
nocubessrpsurvival:cratevileshell, Vile Shell Crate
nocubessrpsurvival:crateparasiticlump, Parasitic Lump Crate
nocubessrpsurvival:cratestrangebone, Strange Bone Crate
nocubessrpsurvival:dirtstone, Parasitic Dirtstone
nocubessrpsurvival:dirtstonestairs, Parasitic Dirtstone Stairs
nocubessrpsurvival:dirtstoneslab:0, Parasitic Dirtstone Slab
nocubessrpsurvival:dirtstonewall, Parasitic Dirtstone Wall
nocubessrpsurvival:dirtstonecut, Smooth Parasitic Dirtstone
nocubessrpsurvival:dirtstonechiseled, Parasitic Dirtstone Chiseled
nocubessrpsurvival:parasiticstonestairs, Parasitic Stone Stairs
nocubessrpsurvival:parasiticstoneslab:0, Parasitic Stone Slab
nocubessrpsurvival:parasiticstonewall, Parasitic Stone Wall
nocubessrpsurvival:mudstone, Parasitic Mudstone
nocubessrpsurvival:mudstonestairs, Parasitic Mudstone Stairs
nocubessrpsurvival:mudstoneslab:0, Parasitic Mudstone Slab
nocubessrpsurvival:mudstonewall, Parasitic Mudstone Wall
nocubessrpsurvival:mudstonesmooth, Smooth Parasitic Mudstone
nocubessrpsurvival:mudstonechiseled, Parasitic Mudstone Chiseled
nocubessrpsurvival:veinstairs, Parasitic Vein Stairs
nocubessrpsurvival:veinslab:0, Parasitic Vein Slab
nocubessrpsurvival:veinwall, Parasitic Vein Wall
nocubessrpsurvival:infstone, Infested Dirtstone
nocubessrpsurvival:infstonestairs, Infested Dirtstone Stairs
nocubessrpsurvival:infstoneslab:0, Infested Dirtstone Slab
nocubessrpsurvival:infstonewall, Infested Dirtstone Wall
nocubessrpsurvival:infstonecut, Smooth Infested Dirtstone
nocubessrpsurvival:infstonechiseled, Chiseled Infested Dirtstone
nocubessrpsurvival:infestedstonestairs, Infested Stone Stairs
nocubessrpsurvival:infestedstoneslab:0, Infested Stone Slab
nocubessrpsurvival:infestedstonewall, Infested Stone Wall
nocubessrpsurvival:plankscyan, Rotstem Planks
nocubessrpsurvival:plankscyanstairs, Rotstem Stairs
nocubessrpsurvival:plankscyanslab:0, Rotstem Slab
nocubessrpsurvival:plankscyanfence, Rotstem Fence
nocubessrpsurvival:planksgreen, Infested Wood Planks
nocubessrpsurvival:planksgreenstairs, Infested Wood Stairs
nocubessrpsurvival:planksgreenslab:0, Infested Wood Slab
nocubessrpsurvival:planksgreenfence, Infested Wood Fence
nocubessrpsurvival:concentratedbonewall, Concentrated Bone Wall
nocubessrpsurvival:plankspurple, Blightwood Planks
nocubessrpsurvival:plankspurplestairs, Blightwood Stairs
nocubessrpsurvival:plankspurpleslab:0, Blightwood Slab
nocubessrpsurvival:plankspurplefence, Blightwood Fence
nocubessrpsurvival:infestedstonebrick, Infested Stone Brick
nocubessrpsurvival:infestedstonebrickstairs, Infested Stone Brick Stairs
nocubessrpsurvival:infestedstonebrickslab:0, Infested Stone Brick Slab
nocubessrpsurvival:infestedstonebrickwall, Infested Stone Brick Wall
nocubessrpsurvival:infestedstonebrickchiseled, Chiseled Infested Stone Brick
nocubessrpsurvival:redstonebrick, Parasitic Stone Brick
nocubessrpsurvival:redstonebrickstairs, Parasitic Stone Brick Stairs
nocubessrpsurvival:redstonebrickslab:0, Parasitic Stone Brick Slab
nocubessrpsurvival:redstonebrickwall, Parasitic Stone Brick Wall
nocubessrpsurvival:redstonebrickchiseled, Chiseled Parasitic Stone Brick
nocubessrpsurvival:crackedparasitebrick, Cracked Parasitic Stone Brick
nocubessrpsurvival:mossyparasitebrick, Mossy Parasitic Stone Brick
nocubessrpsurvival:infestedstonebrickcracked, Cracked Infested Stone Brick
nocubessrpsurvival:infestedbrickmossy, Mossy Infested Brick
nocubessrpsurvival:fleshslab:0, Parasitic Flesh Slab
nocubessrpsurvival:fleshwall, Parasitic Flesh Wall
nocubessrpsurvival:concentratedfleshstairs, Parasitic Concentrated Flesh Stairs
nocubessrpsurvival:concentratedfleshslab:0, Parasitic Concentrated Flesh Slab
nocubessrpsurvival:concentratedfleshwall, Parasitic Concentrated Flesh Wall
nocubessrpsurvival:hardenedfleshblock, Hardened Flesh Block
nocubessrpsurvival:hardenedfleshstairs, Hardened Flesh Stairs
nocubessrpsurvival:hardenedfleshslab:0, Hardened Flesh Slab
nocubessrpsurvival:hardenedfleshwall, Hardened Flesh Wall
nocubessrpsurvival:reinforcedplating, Reinforced Plating
nocubessrpsurvival:buglinlarva, Buglin Larva
nocubessrpsurvival:cookedbuglinlarva, Cooked Buglin Larva
nocubessrpsurvival:larvasalad, Larva Salad
nocubessrpsurvival:larvasteak, Larva Steak
nocubessrpsurvival:buglinhive, Buglin Hive
nocubessrpsurvival:buglinhivefilled, Full Buglin Hive
omlib:debug_tool, Debug Tool
omlib:fake_sword, item.fake_sword.name
omlib:multi_tool, item.multi_tool.name
omlib:network_cable, tile.network_cable.name
openmodularturrets:intermediate_tiered:0, Sensor (Tier 1)
openmodularturrets:intermediate_tiered:1, Sensor (Tier 2)
openmodularturrets:intermediate_tiered:2, Sensor (Tier 3)
openmodularturrets:intermediate_tiered:3, Sensor (Tier 4)
openmodularturrets:intermediate_tiered:4, Sensor (Tier 5)
openmodularturrets:intermediate_tiered:5, Chamber (Tier 1)
openmodularturrets:intermediate_tiered:6, Chamber (Tier 2)
openmodularturrets:intermediate_tiered:7, Chamber (Tier 3)
openmodularturrets:intermediate_tiered:8, Chamber (Tier 4)
openmodularturrets:intermediate_tiered:9, Chamber (Tier 5)
openmodularturrets:intermediate_tiered:10, Barrel (Tier 1)
openmodularturrets:intermediate_tiered:11, Barrel (Tier 2)
openmodularturrets:intermediate_tiered:12, Barrel (Tier 3)
openmodularturrets:intermediate_tiered:13, Barrel (Tier 4)
openmodularturrets:intermediate_tiered:14, Barrel (Tier 5)
openmodularturrets:intermediate_regular:0, IO Bus
openmodularturrets:addon_meta:0, Addon - Turret Concealer
openmodularturrets:addon_meta:1, Addon - Damage Boost
openmodularturrets:addon_meta:2, Addon - Potentia Converter
openmodularturrets:addon_meta:3, Addon - Recycler
openmodularturrets:addon_meta:4, Addon - Redstone Reactor
openmodularturrets:addon_meta:5, Addon - Serial Port
openmodularturrets:addon_meta:6, Addon - Solar Panel
openmodularturrets:addon_meta:7, Addon - Fake Drops
openmodularturrets:upgrade_meta:0, Upgrade - Accuracy
openmodularturrets:upgrade_meta:1, Upgrade - Efficiency
openmodularturrets:upgrade_meta:2, Upgrade - Fire Rate
openmodularturrets:upgrade_meta:3, Upgrade - Range
openmodularturrets:upgrade_meta:4, Upgrade - Scatter Shot
openmodularturrets:ammo_meta:0, Ammo - Blazing Clay
openmodularturrets:ammo_meta:1, Ammo - Bullet
openmodularturrets:ammo_meta:2, Ammo - Ferro-Magnetic Slug
openmodularturrets:ammo_meta:3, Ammo - Grenade
openmodularturrets:ammo_meta:4, Ammo - Rocket
openmodularturrets:usable_meta:0, Throwable Bullet
openmodularturrets:usable_meta:1, Throwable Grenade
openmodularturrets:usable_meta:2, Turret Memory Card
openmodularturrets:turret_base:0, Turret Base (Tier 1)
openmodularturrets:turret_base:1, Turret Base (Tier 2)
openmodularturrets:turret_base:2, Turret Base (Tier 3)
openmodularturrets:turret_base:3, Turret Base (Tier 4)
openmodularturrets:turret_base:4, Turret Base (Tier 5)
openmodularturrets:expander:0, Base Inventory Expander (Tier 1)
openmodularturrets:expander:1, Base Inventory Expander (Tier 2)
openmodularturrets:expander:2, Base Inventory Expander (Tier 3)
openmodularturrets:expander:3, Base Inventory Expander (Tier 4)
openmodularturrets:expander:4, Base Inventory Expander (Tier 5)
openmodularturrets:expander:5, Base Power Expander (Tier 1)
openmodularturrets:expander:6, Base Power Expander (Tier 2)
openmodularturrets:expander:7, Base Power Expander (Tier 3)
openmodularturrets:expander:8, Base Power Expander (Tier 4)
openmodularturrets:expander:9, Base Power Expander (Tier 5)
openmodularturrets:base_addon:0, Base Addon - Loot Deleter
openmodularturrets:disposable_item_turret, Disposable Item Turret
openmodularturrets:potato_cannon_turret, Potato Cannon Turret
openmodularturrets:machine_gun_turret, Gun Turret
openmodularturrets:incendiary_turret, Incendiary Turret
openmodularturrets:grenade_turret, Grenade Launcher Turret
openmodularturrets:relativistic_turret, Relativistic Turret
openmodularturrets:rocket_turret, Rocket Launcher Turret
openmodularturrets:teleporter_turret, Teleporter Turret
openmodularturrets:laser_turret, Laser Turret
openmodularturrets:rail_gun_turret, Rail Gun Turret
openmodularturrets:lever_block, Basic Turret Base Crank
scapeandrunvaccine:vaccine_item, Parasite Vaccine
warpdrive:laser, Laser
warpdrive:chunk_loader.basic, Basic Chunk Loader
warpdrive:chunk_loader.advanced, Advanced Chunk Loader
warpdrive:chunk_loader.superior, Superior Chunk Loader
warpdrive:laser_medium.basic, Basic Laser Medium
warpdrive:laser_medium.advanced, Advanced Laser Medium
warpdrive:laser_medium.superior, Superior Laser Medium
warpdrive:component:0, Memory Crystal
warpdrive:component:1, Memory Cluster
warpdrive:component:2, Diamond Tuned Crystal
warpdrive:component:3, Emerald Tuned Crystal
warpdrive:component:4, Capacitive Crystal
